1,1,-18.539
1,2,-17.705
1,3,-17.125
1,4,-16.575
1,5,-15.241
1,6,-14.442
1,7,-13.455
1,8,-12.317
1,9,-10.972
1,10,-9.9648
1,11,-7.7728
1,12,-6.1478
1,13,-4.6238
2,1,-17.006
2,2,-15.941
2,3,-15.202
2,4,-13.753
2,5,-12.631
2,6,-11.328
2,7,-10.517
2,8,-8.7158
2,9,-7.0538
2,10,-5.5228
2,11,-3.1608
2,12,-0.62178
2,13,1.0302
3,1,-14.74
3,2,-13.581
3,3,-12.712
3,4,-11.007
3,5,-9.5168
3,6,-7.9088
3,7,-6.6068
3,8,-4.5908
3,9,-2.6238
3,10,-0.72178
3,11,2.4852
3,12,5.3872
3,13,7.5532
4,1,-12.702
4,2,-11.344
4,3,-10.267
4,4,-8.2388
4,5,-6.3368
4,6,-4.5368
4,7,-2.9398
4,8,-0.54678
4,9,2.1392
4,10,4.3712
4,11,7.8772
4,12,10.798
4,13,13.258
5,1,-10.494
5,2,-8.9348
5,3,-7.4658
5,4,-5.2368
5,5,-2.9998
5,6,-0.77178
5,7,1.1662
5,8,4.1042
5,9,6.8392
5,10,9.1992
5,11,12.926
5,12,15.787
5,13,17.844
6,1,-8.2328
6,2,-6.5588
6,3,-4.7008
6,4,-2.2568
6,5,0.28222
6,6,2.8882
6,7,5.1432
6,8,8.0702
6,9,10.949
6,10,13.396
6,11,16.806
6,12,18.641
6,13,19.467
7,1,-5.7218
7,2,-3.5958
7,3,-1.6708
7,4,1.2992
7,5,4.1222
7,6,6.6232
7,7,9.0772
7,8,12.208
7,9,14.792
7,10,17.239
7,11,18.695
7,12,19.474
7,13,21.04
8,1,-3.4268
8,2,-1.1378
8,3,0.97722
8,4,4.0732
8,5,6.9092
8,6,9.5942
8,7,11.998
8,8,14.739
8,9,17.168
8,10,18.311
8,11,19.358
8,12,21.764
8,13,23.466
9,1,-1.5378
9,2,0.94422
9,3,3.3452
9,4,6.3112
9,5,9.4352
9,6,12.274
9,7,14.42
9,8,17.183
9,9,18.499
9,10,19.598
9,11,21.266
9,12,23.577
9,13,19.698
10,1,0.070215
10,2,2.7392
10,3,5.1552
10,4,8.3852
10,5,11.494
10,6,14.209
10,7,16.401
10,8,18.433
10,9,19.573
10,10,20.28
10,11,23.121
10,12,19.963
10,13,19.522
11,1,2.7272
11,2,5.5502
11,3,7.8322
11,4,11.536
11,5,14.462
11,6,17.192
11,7,18.257
11,8,19.162
11,9,20.446
11,10,22.35
11,11,19.535
11,12,19.569
11,13,14.632
12,1,4.7632
12,2,7.5772
12,3,10.128
12,4,13.466
12,5,16.566
12,6,18.022
12,7,19.062
12,8,19.946
12,9,22.193
12,10,24.38
12,11,20.044
12,12,17.741
12,13,2.1752
13,1,6.5312
13,2,9.4982
13,3,12.025
13,4,15.39
13,5,17.843
13,6,18.963
13,7,19.134
13,8,21.336
13,9,23.971
13,10,19.913
13,11,18.229
13,12,9.4252
13,13,-3.1908
14,1,8.4392
14,2,11.404
14,3,13.843
14,4,17.203
14,5,18.736
14,6,19.184
14,7,20.448
14,8,22.989
14,9,19.567
14,10,19.828
14,11,15.119
14,12,-1.1728
14,13,-5.1198
15,1,10.161
15,2,13.026
15,3,15.606
15,4,18.15
15,5,19.406
15,6,20.121
15,7,21.939
15,8,19.481
15,9,19.982
15,10,17.86
15,11,1.4272
15,12,-4.0798
15,13,-10.7
16,1,11.826
16,2,14.677
16,3,17.1
16,4,18.785
16,5,19.54
16,6,21.57
16,7,23.317
16,8,19.9
16,9,18.581
16,10,13.54
16,11,-2.2988
16,12,-7.3108
16,13,-15.827
17,1,13.296
17,2,16.362
17,3,18.038
17,4,19.471
17,5,20.54
17,6,22.797
17,7,19.281
17,8,19.514
17,9,17.296
17,10,2.4642
17,11,-4.7718
17,12,-11.274
17,13,-19.026
18,1,14.93
18,2,17.39
18,3,18.777
18,4,19.635
18,5,21.897
18,6,24.439
18,7,19.78
18,8,17.981
18,9,6.9432
18,10,-1.9988
18,11,-8.4138
18,12,-16.585
18,13,-22.957
19,1,16.412
19,2,18.205
19,3,19.244
19,4,20.617
19,5,22.924
19,6,19.73
19,7,19.22
19,8,16.711
19,9,0.78822
19,10,-3.7058
19,11,-12.234
19,12,-19.548
19,13,-24.111
20,1,17.342
20,2,18.745
20,3,19.294
20,4,21.313
20,5,24.106
20,6,20.045
20,7,18.788
20,8,15.365
20,9,-1.6928
20,10,-5.1748
20,11,-15.322
20,12,-21.716
20,13,-26.008
21,1,18.07
21,2,19.401
21,3,20.003
21,4,22.572
21,5,19.369
21,6,19.96
21,7,17.788
21,8,2.9662
21,9,-3.2068
21,10,-9.1478
21,11,-18.462
21,12,-24.035
21,13,-26.596
22,1,18.833
22,2,19.515
22,3,20.81
22,4,23.744
22,5,19.89
22,6,19.076
22,7,15.233
22,8,-1.0998
22,9,-5.7168
22,10,-13.701
22,11,-21.176
22,12,-25.601
22,13,-27.839
23,1,19.214
23,2,19.921
23,3,21.697
23,4,20.848
23,5,19.752
23,6,18.021
23,7,4.4232
23,8,-3.1988
23,9,-9.8988
23,10,-17.523
23,11,-23.676
23,12,-26.455
23,13,-28.699
24,1,19.198
24,2,20.416
24,3,22.527
24,4,19.842
24,5,19.545
24,6,15.509
24,7,-0.84178
24,8,-5.7338
24,9,-13.573
24,10,-19.776
24,11,-25.456
24,12,-27.57
24,13,-28.903
25,1,19.554
25,2,21.466
25,3,23.818
25,4,19.95
25,5,18.413
25,6,4.9302
25,7,-2.5568
25,8,-7.8168
25,9,-16.576
25,10,-21.957
25,11,-25.952
25,12,-28.526
25,13,-28.917
26,1,20.044
26,2,22.381
26,3,20.767
26,4,19.459
26,5,16.692
26,6,0.99722
26,7,-3.6888
26,8,-11.336
26,9,-18.973
26,10,-23.59
26,11,-26.823
26,12,-28.813
26,13,-28.954
27,1,20.789
27,2,23.269
27,3,19.72
27,4,18.963
27,5,11.977
27,6,-1.5848
27,7,-5.2938
27,8,-14.599
27,9,-21.054
27,10,-24.911
27,11,-27.235
27,12,-28.833
27,13,-28.997
28,1,21.539
28,2,24.143
28,3,20.066
28,4,18.41
28,5,4.2842
28,6,-2.6568
28,7,-7.5248
28,8,-16.839
28,9,-22.868
28,10,-26.162
28,11,-28.623
28,12,-28.972
28,13,-29.135
29,1,22.354
29,2,20.705
29,3,20.186
29,4,17.572
29,5,1.5012
29,6,-3.5648
29,7,-10.119
29,8,-18.632
29,9,-23.842
29,10,-26.333
29,11,-28.492
29,12,-28.942
29,13,-29.048
30,1,22.765
30,2,19.861
30,3,19.553
30,4,16.018
30,5,-0.70578
30,6,-5.6468
30,7,-13.223
30,8,-20.598
30,9,-25.318
30,10,-26.893
30,11,-28.844
30,12,-28.983
30,13,-29.031
31,1,23.92
31,2,19.844
31,3,19.487
31,4,10.603
31,5,-2.2428
31,6,-7.2748
31,7,-15.239
31,8,-22.542
31,9,-25.845
31,10,-27.564
31,11,-28.879
31,12,-29.046
31,13,-29.114
32,1,22.021
32,2,20.132
32,3,18.122
32,4,3.0782
32,5,-3.6108
32,6,-9.9298
32,7,-18.103
32,8,-23.671
32,9,-26.574
32,10,-28.454
32,11,-28.81
32,12,-29.012
32,13,-29.492
33,1,19.682
33,2,19.751
33,3,17.824
33,4,-0.27678
33,5,-5.0238
33,6,-13.668
33,7,-19.435
33,8,-24.977
33,9,-26.862
33,10,-28.652
33,11,-28.901
33,12,-29.042
33,13,-29.544
34,1,19.941
34,2,19.067
34,3,15.636
34,4,-1.7578
34,5,-6.9318
34,6,-15.31
34,7,-20.586
34,8,-25.514
34,9,-27.998
34,10,-28.737
34,11,-28.872
34,12,-29.091
34,13,-30.186
35,1,20.074
35,2,18.489
35,3,10.429
35,4,-2.5598
35,5,-9.7028
35,6,-17.276
35,7,-22.698
35,8,-26.127
35,9,-28.323
35,10,-28.766
35,11,-29.007
35,12,-29.52
35,13,-30.375
36,1,19.893
36,2,18.047
36,3,3.9892
36,4,-3.6928
36,5,-12.77
36,6,-19.229
36,7,-23.966
36,8,-26.647
36,9,-28.601
36,10,-28.748
36,11,-29.006
36,12,-29.624
36,13,-30.297
37,1,19.641
37,2,16.972
37,3,1.9352
37,4,-4.9988
37,5,-13.814
37,6,-20.487
37,7,-24.653
37,8,-26.685
37,9,-28.63
37,10,-28.791
37,11,-29.024
37,12,-30.217
37,13,-30.304
38,1,19.358
38,2,15.387
38,3,0.089215
38,4,-5.6478
38,5,-15.222
38,6,-21.287
38,7,-25.409
38,8,-27.916
38,9,-28.77
38,10,-28.891
38,11,-29.079
38,12,-30.286
38,13,-30.555
39,1,18.77
39,2,6.6342
39,3,-1.6708
39,4,-9.1148
39,5,-17.746
39,6,-22.849
39,7,-25.887
39,8,-28.272
39,9,-28.694
39,10,-28.94
39,11,-29.185
39,12,-30.353
39,13,-31.209
